IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Sub-classification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,CLAREMONT,110,SERVICE,769,HYGIENE,SERVICE,005I,1029.25,DDDD00S0021865,HYGIENE,EA,EACH,PAYMENT,2016-04-13,1,1,1029.25,0,0,0,0,0010790815,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334130,2016/04/13,625272,2016/04/15,2016/04/20,Disbursed,OR-074051,2015/04/13,PAID,962.81,QA-008592,962.81,2015/05/12,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30091368,FARM SERVICES,32301368,OUTENIQUA 5.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30011368,GEORGE,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STRAND,84,CLOTHING,24,COAT,INVENTORY,002K,314.07,999970U2280117,"COAT , LAB, LONG SLEEVED, MEDIUM",EA,EACH,PAYMENT,2016-04-13,4,1,314.07,0,0,0,0,IN196469,FINAL,NORMAL,,QUOTED PRICE,1334145,2016/04/13,625296,2016/04/15,2016/04/20,Disbursed,OR-076319,2016/02/12,PAID,314.07,QA-012324,314.07,2016/03/10,,Invalid,,0.0,4732368,CONS SUPP:UNIFORM & CLOTHING,95368,NON INFRA/STAND ALONE: CUR,30038368,ASSET MANAGEMENT,32196368,ELSENBURG 1.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,1365,"POWDER,BROTH",INVENTORY,001G,1255.37,999970T1627189,"POWDER,BROTH BUFFERED LISTERIA ENRICHMENT",GM,GRAM,PAYMENT,2016-04-13,2,500,2.51074,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,2.51074,QA-012619,2.51,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,2140,"REAGENT,DILUENT",INVENTORY,001G,764.03,999970T3395240,"REAGENT,DILUENT FOR BCG VACCINE, 1ML, 10 VIAL",ML,MILLILITER,PAYMENT,2016-04-13,3,2,382.015,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,382.015,QA-012619,382.01,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,69,LABORATORY EQUIPMENT AND ACCESSORIES,293,"DISC,ANTIBIOTIC",INVENTORY,001G,199.27,999970T3632041,"DISC,ANTIBIOTIC , QUINOLONE, ENFROLOXACIN, ENR 5UG",EA,EACH,PAYMENT,2016-04-13,4,250,0.79708,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,0.79708,QA-012619,0.79,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,1799,"REAGENT,BRUCELLA ABORTUS",INVENTORY,001G,2999.56,999970T3815343,"REAGENT,BRUCELLA ABORTUS , MODIFIED, SELECTIVE SUPPLEMENT, SR 209",VI,VIAL,PAYMENT,2016-04-13,5,20,149.978,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,149.978,QA-012619,149.97,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,1740,"REAGENT,VANCOMYCIN",INVENTORY,001G,199.27,999970T4777405,"REAGENT,VANCOMYCIN HCL POWDER, PER MG",MG,MILLIGRAM,PAYMENT,2016-04-13,6,300,0.664234,0,0,0,0,668198,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,0.66425,QA-012619,0.66,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,55,"AGAR POWDER,VIOLET RED BILE CULTURE MEDIUM",INVENTORY,001G,5393.55,999970T6966600,"AGAR POWDER,VIOLET RED BILE CULTURE MEDIUM , GLUCOSE, POWDER",GM,GRAM,PAYMENT,2016-04-13,7,2500,2.15742,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,2.15742,QA-012619,2.15,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,69,LABORATORY EQUIPMENT AND ACCESSORIES,293,"DISC,ANTIBIOTIC",INVENTORY,001G,398.54,999970T8295597,"DISC,ANTIBIOTIC ,NALIDIXIC ACID,30UG,CT0031B",EA,EACH,PAYMENT,2016-04-13,8,500,0.79708,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,0.79708,QA-012619,0.79,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,86,GROCERIES,84,DIETARY SUPPLEMENT,INVENTORY,001G,2023.04,999970T8649319,"DIETARY SUPPLEMENT ,LISTERIA,SELECTIVE,AGAR BASE,PER GRAM",GM,GRAM,PAYMENT,2016-04-13,9,500,4.04608,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,4.04608,QA-012619,4.04,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,69,LABORATORY EQUIPMENT AND ACCESSORIES,293,"DISC,ANTIBIOTIC",INVENTORY,001G,199.27,999970U1156835,"DISC,ANTIBIOTIC , FILTER PAPER, CARTRIDGE, OXOID, OXACILLIN, 1UG, IN CARTRIDGES, 5 X 50 DISCS",BX,BOX,PAYMENT,2016-04-13,10,1,199.27,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,199.27,QA-012619,199.27,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,19,"AGAR POWDER,BRILLIANT GREEN",INVENTORY,001G,5364.85,65501802710287,"AGAR POWDER,BRILLIANT GREEN BRILLIANT GREEN AGAR POWDER FORM 1LB",GM,GRAM,PAYMENT,2016-04-13,11,2500,2.14594,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,2.14594,QA-012619,2.14,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,62,MEDICAL SUPPLIES,566,RAPPAPORT,INVENTORY,001G,8967.3,65501802715617,RAPPAPORT ;VASSILIADIS;SOYA PEPTONE BROTH POWDER;500G,GM,GRAM,PAYMENT,2016-04-13,13,5000,1.79346,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,1.79346,QA-012619,1.79,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,2810,"POWDER,PSEUDOMONAS",INVENTORY,001G,1398.55,68101802771172,"POWDER,PSEUDOMONAS POWDER PSEUDOMONAS AGAR BASE",EA,EACH,PAYMENT,2016-04-13,14,1,1398.55,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,1398.55,QA-012619,1398.55,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,STELLENBOSCH,68,CHEMICALS,14,AGAR,INVENTORY,001G,4279.55,6515AA11882572,AGAR CULTURE MEDIUM 500G,GM,GRAM,PAYMENT,2016-04-13,15,2500,1.71182,0,0,0,0,668198,PARTIAL,NORMAL,,QUOTED PRICE,1334146,2016/04/13,625274,2016/04/15,2016/04/20,Disbursed,OR-076491,2016/02/26,PAID,1.71182,QA-012619,1.71,2016/03/02,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,BELLVILLE,110,SERVICE,18,ELECTRICAL,SERVICE,002O,17382.96,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2016-04-13,1,1,17382.96,0,0,0,0,693791578226,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334151,2016/04/13,625273,2016/04/15,2016/04/20,Disbursed,OR-076693,2016/04/12,PAID,25000.0,QA-012855,25000.0,2016/04/30,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,BELLVILLE,110,SERVICE,67,REFILLING GAS,SERVICE,008A,3424.88,DDDD00S0011282,REFILLING GAS ;ARGON GAS,EA,EACH,PAYMENT,2016-04-13,2,1,3424.88,0,0,0,0,2770438,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334128,2016/04/13,625281,2016/04/15,2016/04/20,Disbursed,OR-076187,2016/02/02,PAID,3536.39,QA-012123,3536.39,2016/02/14,,Invalid,,0.0,2269368,CONS SUPP:FUEL SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30085368,LAB,32293368,ELSENBURG 5.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,WORCESTER,93,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,001F,254.1,DDDD00S0016699,SERVICE; MONITORING SECURITY ALARM SYSTEM,EA,EACH,PAYMENT,2016-04-13,1,1,254.1,0,0,0,0,IN109797,PARTIAL,NORMAL,,QUOTED PRICE,1334126,2016/04/13,625294,2016/04/15,2016/04/20,Disbursed,OR-074952,2015/07/28,PAID,254.1,QA-010034,254.1,2015/08/02,,Invalid,,0.0,2211368,P/P:SAFEGUARD&SECURITY,95368,NON INFRA/STAND ALONE: CUR,30069368,DEPUTY DIRECTOR: ANIMAL HEALTH,32277368,ELSENBURG 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,BEE,PTY LTD,LAINGSBURG,110,SERVICE,21,CLEANING,SERVICE,003E,1805.0,DDDD00S0000618,CLEANING OFFICE,EA,EACH,PAYMENT,2016-04-13,1,1,1805.0,0,0,0,0,BRC 601/2016,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334118,2016/04/13,625308,2016/04/15,2016/04/20,Disbursed,OR-072883,2014/10/19,PAID,1444.53,QA-006464,1444.53,2014/10/30,,Invalid,,0.0,2233368,P/P:CLEANING SERVICES,95368,NON INFRA/STAND ALONE: CUR,30162368,SUB-DIRECTORATE: CENTRAL KAROO,32324368,BEAUFORT-WEST 3.1,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,MALMESBURY,110,SERVICE,260,REFUSE REMOVAL,SERVICE,002O,345.79,DDDD00S0001685,REFUSE REMOVAL,EA,EACH,PAYMENT,2016-04-13,1,1,345.79,0,0,0,0,90603-1-9-03-16,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334131,2016/04/13,625270,2016/04/15,2016/04/20,Disbursed,OR-076682,2016/04/12,PAID,400.0,QA-012833,400.0,2016/04/20,,Invalid,,0.0,3383368,P/P:WASTE/REFUSE REMOVAL,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30004368,SWARTLAND,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,KNYSNA,110,SERVICE,18,ELECTRICAL,SERVICE,002O,605.04,DDDD00S0015343,ELECTRICAL SERVICE;MUNICIPAL ELECTRICITY,EA,EACH,PAYMENT,2016-04-13,1,1,605.04,0,0,0,0,4345,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334152,2016/04/13,625291,2016/04/15,2016/04/20,Disbursed,OR-076686,2016/04/12,PAID,700.0,QA-012849,700.0,2016/04/30,,Invalid,,0.0,3387368,P/P:ELECTRICITY,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30011368,GEORGE,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),SOMERSET WEST,110,SERVICE,223,INSTALL SECURITY SYSTEM,SERVICE,013K,295000.0,999995S0049890,"INSTALL SECURITY SYSTEM ,SUPPLY,MAINTENANCE,ELECTRONIC AND FENCES",EA,EACH,PAYMENT,2016-04-13,1,1,295000.0,0,0,0,0,VSB7499,FINAL,NORMAL,,QUOTED PRICE,1334149,2016/04/13,625318,2016/04/15,2016/04/20,Disbursed,OR-076729,2016/04/13,PAID,295000.0,,0.0,Unknown,825-2015/16,2017/03/30,NON-CONTRACT,0.0,2197368,OUTS P/P:CONTRACTD MAINT,30368,EX INFRA:MAINT&REP: OUTSOURCED,30018368,OCCUPATIONAL HEALTH AND SAFETY,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PARTNERSHIP,CLAREMONT,110,SERVICE,71,REMOVAL,SERVICE,001G,684.0,DDDD00S0000683,REMOVAL OF MEDICAL REFUSE,EA,EACH,PAYMENT,2016-04-13,1,1,684.0,0,0,0,0,IN82990,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334142,2016/04/13,625307,2016/04/15,2016/04/20,Disbursed,OR-076127,2016/01/25,PAID,2260.24,QA-012045,2260.24,2016/02/23,,Invalid,,0.0,3383368,P/P:WASTE/REFUSE REMOVAL,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,CALEDON,110,SERVICE,260,REFUSE REMOVAL,SERVICE,002O,5354.9,DDDD00S0001685,REFUSE REMOVAL,EA,EACH,PAYMENT,2016-04-13,1,1,5354.9,0,0,0,0,289040-03-16,PARTIAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334132,2016/04/13,625271,2016/04/15,2016/04/20,Disbursed,OR-076704,2016/04/12,PAID,5000.0,QA-012851,5000.0,2016/04/30,,Invalid,,0.0,3383368,P/P:WASTE/REFUSE REMOVAL,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,CALEDON,93,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,002O,4223.9,DDDD00S0015329,SERVICE; MUNICIPAL SEWER,EA,EACH,PAYMENT,2016-04-13,2,1,4223.9,0,0,0,0,289040-03-16,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334132,2016/04/13,625271,2016/04/15,2016/04/20,Disbursed,OR-076704,2016/04/12,PAID,5000.0,QA-012851,5000.0,2016/04/30,,Invalid,,0.0,3385368,P/P:SEWERAGE,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,-,CALEDON,93,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,002O,5412.43,DDDD00S0001089,SERVICE; PAYMENT FOR WATER,EA,EACH,PAYMENT,2016-04-13,3,1,5412.43,0,0,0,0,289040-03-16,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334132,2016/04/13,625271,2016/04/15,2016/04/20,Disbursed,OR-076704,2016/04/12,PAID,10000.0,QA-012851,10000.0,2016/04/30,,Invalid,,0.0,3389368,P/P:WATER,95368,NON INFRA/STAND ALONE: CUR,30022368,FACILITIES MANAGEMENT & PLANNING,32195368,ELSENBURG 1.3,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30007368,THEEWATERSKLOOF,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,51,SWEET POTATO,INVENTORY,003C,200.0,999970T0334425,SWEET POTATO PATATS,KG,KILOGRAM,PAYMENT,2016-04-13,1,40,5.0,0,0,0,0,IN116735,PARTIAL,NORMAL,,QUOTED PRICE,1334136,2016/04/13,625277,2016/04/15,2016/04/20,Disbursed,OR-076384,2016/02/18,PAID,5.0,QA-012437,5.0,2016/03/17,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,21,ONION,INVENTORY,003C,177.0,999970T1987458,ONION,KG,KILOGRAM,PAYMENT,2016-04-13,3,30,5.9,0,0,0,0,IN116735,PARTIAL,NORMAL,,QUOTED PRICE,1334136,2016/04/13,625277,2016/04/15,2016/04/20,Disbursed,OR-076384,2016/02/18,PAID,5.9,QA-012437,5.9,2016/03/17,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,27,CUCUMBER,INVENTORY,003C,508.0,999970T2250886,"CUCUMBER ;ENGLISH, FRESH",EA,EACH,PAYMENT,2016-04-13,5,40,12.7,0,0,0,0,IN116735,PARTIAL,NORMAL,,QUOTED PRICE,1334136,2016/04/13,625277,2016/04/15,2016/04/20,Disbursed,OR-076384,2016/02/18,PAID,12.7,QA-012437,12.7,2016/03/17,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,26,LETTUCE,INVENTORY,003C,400.0,999970T2250924,"LETTUCE ,FRESH",EA,EACH,PAYMENT,2016-04-13,6,40,10.0,0,0,0,0,IN116735,PARTIAL,NORMAL,,QUOTED PRICE,1334136,2016/04/13,625277,2016/04/15,2016/04/20,Disbursed,OR-076384,2016/02/18,PAID,10.0,QA-012437,10.0,2016/03/17,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
